RuleID,Type,Antecedent,Antecedent_Name,Antecedent_Category,Consequent,Consequent_Name,Consequent_Category,Support,Confidence,Lift,Co_occurrence,Antecedent_Orders,Explanation
R0276,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies > Storage,0.0016,0.0016,1.0,8,4916,"Top product in Storage: 'Tennsco Single-Tier Lockers' (8 orders, $9158 revenue)"
R0277,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies > Storage,0.0026,0.0026,1.0,13,4916,"Top product in Storage: 'Hot File 7-Pocket, Floor Stand' (13 orders, $8138 revenue)"
R0278,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies > Storage,0.001,0.001,1.0,5,4916,"Top product in Storage: 'Tennsco 16-Compartment Lockers with Coat Rack' (5 orders, $7516 revenue)"
R0279,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies > Storage,0.002,0.002,1.0,10,4916,"Top product in Storage: 'Adjustable Depth Letter/Legal Cart' (10 orders, $7440 revenue)"
R0280,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies > Storage,0.0012,0.0012,1.0,6,4916,"Top product in Storage: 'Tennsco Snap-Together Open Shelving Units, Starter' (6 orders, $6819 revenue)"
R0281,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10001496,Standard Rollaway File with Lock,Office Supplies > Storage,0.002,0.002,1.0,10,4916,"Top product in Storage: 'Standard Rollaway File with Lock' (10 orders, $6595 revenue)"
R0282,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies > Storage,0.001,0.001,1.0,5,4916,"Top product in Storage: 'Deluxe Rollaway Locking File with Drawer' (5 orders, $5573 revenue)"
R0283,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Office Supplies > Storage,0.0016,0.0016,1.0,8,4916,"Top product in Storage: 'Dual Level, Single-Width Filing Carts' (8 orders, $5489 revenue)"
R0284,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies > Storage,0.0014,0.0014,1.0,7,4916,"Top product in Storage: 'Fellowes Staxonsteel Drawer Files' (7 orders, $4829 revenue)"
R0285,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies > Storage,0.0006,0.0006,1.0,3,4916,"Top product in Storage: 'Smead Adjustable Mobile File Trolley with Lockable' (3 orders, $4779 revenue)"
R0286,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies > Storage,0.002,0.002,1.0,10,4916,"Top product in Storage: 'SAFCO Boltless Steel Shelving' (10 orders, $4705 revenue)"
R0287,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10003306,Letter Size Cart,Office Supplies > Storage,0.0016,0.0016,1.0,8,4916,"Top product in Storage: 'Letter Size Cart' (8 orders, $4600 revenue)"
R0288,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10001809,Fellowes Officeware Wire Shelving,Office Supplies > Storage,0.0022,0.0022,1.0,11,4916,"Top product in Storage: 'Fellowes Officeware Wire Shelving' (11 orders, $4509 revenue)"
R0289,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies > Storage,0.0014,0.0014,1.0,7,4916,"Top product in Storage: 'Fellowes Strictly Business Drawer File, Letter/Leg' (7 orders, $4479 revenue)"
R0290,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies > Storage,0.0014,0.0014,1.0,7,4916,"Top product in Storage: 'Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, ' (7 orders, $4384 revenue)"
R0291,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies > Storage,0.002,0.002,1.0,10,4916,"Top product in Storage: 'SAFCO Commercial Wire Shelving, Black' (10 orders, $4199 revenue)"
R0292,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Office Supplies > Storage,0.0014,0.0014,1.0,7,4916,"Top product in Storage: 'Iceberg Mobile Mega Data/Printer Cart' (7 orders, $4187 revenue)"
R0293,subcategory_product,SubCategory:Storage,SubCategory: Storage,Office Supplies,Product:OFF-ST-10003816,Fellowes High-Stak Drawer Files,Office Supplies > Storage,0.0016,0.0016,1.0,8,4916,"Top product in Storage: 'Fellowes High-Stak Drawer Files' (8 orders, $3947 revenue)"
R0294,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10000151,High Speed Automatic Electric Letter Opener,Office Supplies > Supplies,0.0006,0.0006,1.0,3,4916,"Top product in Supplies: 'High Speed Automatic Electric Letter Opener' (3 orders, $17030 revenue)"
R0295,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies > Supplies,0.0012,0.0012,1.0,6,4916,"Top product in Supplies: 'Martin Yale Chadless Opener Electric Letter Opener' (6 orders, $16656 revenue)"
R0296,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10000157,Compact Automatic Electric Letter Opener,Office Supplies > Supplies,0.0016,0.0016,1.0,8,4916,"Top product in Supplies: 'Compact Automatic Electric Letter Opener' (8 orders, $2983 revenue)"
R0297,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10000646,Premier Automatic Letter Opener,Office Supplies > Supplies,0.001,0.001,1.0,5,4916,"Top product in Supplies: 'Premier Automatic Letter Opener' (5 orders, $2836 revenue)"
R0298,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies > Supplies,0.0016,0.0016,1.0,8,4916,"Top product in Supplies: 'Premier Electric Letter Opener' (8 orders, $2642 revenue)"
R0299,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies > Supplies,0.0016,0.0016,1.0,8,4916,"Top product in Supplies: 'Acme 10"" Easy Grip Assistive Scissors' (8 orders, $449 revenue)"
R0300,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies > Supplies,0.0014,0.0014,1.0,7,4916,"Top product in Supplies: 'Fiskars Softgrip Scissors' (7 orders, $307 revenue)"
R0301,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies > Supplies,0.001,0.001,1.0,5,4916,"Top product in Supplies: 'Acme Hot Forged Carbon Steel Scissors with Nickel-' (5 orders, $306 revenue)"
R0302,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies > Supplies,0.0016,0.0016,1.0,8,4916,"Top product in Supplies: 'Acme Forged Steel Scissors with Black Enamel Handl' (8 orders, $279 revenue)"
R0303,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies > Supplies,0.001,0.001,1.0,5,4916,"Top product in Supplies: 'Acme Box Cutter Scissors' (5 orders, $256 revenue)"
R0304,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies > Supplies,0.0014,0.0014,1.0,7,4916,"Top product in Supplies: 'Martin-Yale Premier Letter Opener' (7 orders, $237 revenue)"
R0305,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Office Supplies > Supplies,0.0008,0.0008,1.0,4,4916,"Top product in Supplies: 'Fiskars 8"" Scissors, 2/Pack' (4 orders, $217 revenue)"
R0306,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies > Supplies,0.0012,0.0012,1.0,6,4916,"Top product in Supplies: 'Acme Tagit Stainless Steel Antibacterial Scissors' (6 orders, $196 revenue)"
R0307,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10004884,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies > Supplies,0.0006,0.0006,1.0,3,4916,"Top product in Supplies: 'Acme Galleria Hot Forged Steel Scissors with Color' (3 orders, $195 revenue)"
R0308,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10004782,"Elite 5"" Scissors",Office Supplies > Supplies,0.0014,0.0014,1.0,7,4916,"Top product in Supplies: 'Elite 5"" Scissors' (7 orders, $179 revenue)"
R0309,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10004664,Acme Softgrip Scissors,Office Supplies > Supplies,0.0008,0.0008,1.0,4,4916,"Top product in Supplies: 'Acme Softgrip Scissors' (4 orders, $166 revenue)"
R0310,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies > Supplies,0.0014,0.0014,1.0,7,4916,"Top product in Supplies: 'Acme Office Executive Series Stainless Steel Trimm' (7 orders, $159 revenue)"
R0311,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10000946,Staple remover,Office Supplies > Supplies,0.0008,0.0008,1.0,4,4916,"Top product in Supplies: 'Staple remover' (4 orders, $153 revenue)"
R0312,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10003567,Stiletto Hand Letter Openers,Office Supplies > Supplies,0.0008,0.0008,1.0,4,4916,"Top product in Supplies: 'Stiletto Hand Letter Openers' (4 orders, $136 revenue)"
R0313,subcategory_product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,Product:OFF-SU-10004661,Acme Titanium Bonded Scissors,Office Supplies > Supplies,0.001,0.001,1.0,5,4916,"Top product in Supplies: 'Acme Titanium Bonded Scissors' (5 orders, $102 revenue)"
R0314,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture > Tables,0.0024,0.0024,1.0,12,4916,"Top product in Tables: 'Bretford Rectangular Conference Table Tops' (12 orders, $12995 revenue)"
R0315,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture > Tables,0.0008,0.0008,1.0,4,4916,"Top product in Tables: 'Chromcraft Bull-Nose Wood Oval Conference Tables &' (4 orders, $9587 revenue)"
R0316,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture > Tables,0.0026,0.0026,1.0,13,4916,"Top product in Tables: 'Chromcraft Round Conference Tables' (13 orders, $8209 revenue)"
R0317,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture > Tables,0.001,0.001,1.0,5,4916,"Top product in Tables: 'Hon 94000 Series Round Tables' (5 orders, $7404 revenue)"
R0318,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture > Tables,0.0016,0.0016,1.0,8,4916,"Top product in Tables: 'Bretford CR4500 Series Slim Rectangular Table' (8 orders, $7243 revenue)"
R0319,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture > Tables,0.0016,0.0016,1.0,8,4916,"Top product in Tables: 'Bevis Oval Conference Table, Walnut' (8 orders, $6942 revenue)"
R0320,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture > Tables,0.0012,0.0012,1.0,6,4916,"Top product in Tables: 'Bretford CR8500 Series Meeting Room Furniture' (6 orders, $6777 revenue)"
R0321,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture > Tables,0.0008,0.0008,1.0,4,4916,"Top product in Tables: 'Balt Solid Wood Round Tables' (4 orders, $6519 revenue)"
R0322,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture > Tables,0.0012,0.0012,1.0,6,4916,"Top product in Tables: 'Bush Advantage Collection Racetrack Conference Tab' (6 orders, $6151 revenue)"
R0323,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture > Tables,0.0014,0.0014,1.0,7,4916,"Top product in Tables: 'Hon 5100 Series Wood Tables' (7 orders, $5965 revenue)"
R0324,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture > Tables,0.001,0.001,1.0,5,4916,"Top product in Tables: 'Office Impressions End Table, 20-1/2""H x 24""W x 20' (5 orders, $5802 revenue)"
R0325,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture > Tables,0.0008,0.0008,1.0,4,4916,"Top product in Tables: 'Bretford “Just In Time” Height-Adjustable Multi-Ta' (4 orders, $5635 revenue)"
R0326,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture > Tables,0.0012,0.0012,1.0,6,4916,"Top product in Tables: 'Chromcraft 48"" x 96"" Racetrack Double Pedestal Tab' (6 orders, $5098 revenue)"
R0327,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Furniture > Tables,0.0018,0.0018,1.0,9,4916,"Top product in Tables: 'Chromcraft Rectangular Conference Tables' (9 orders, $4953 revenue)"
R0328,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture > Tables,0.001,0.001,1.0,5,4916,"Top product in Tables: 'Bevis Round Bullnose 29"" High Table Top' (5 orders, $4545 revenue)"
R0329,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture > Tables,0.001,0.001,1.0,5,4916,"Top product in Tables: 'Riverside Furniture Oval Coffee Table, Oval End Ta' (5 orders, $4446 revenue)"
R0330,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture > Tables,0.0012,0.0012,1.0,6,4916,"Top product in Tables: 'Hon Practical Foundations 30 x 60 Training Table, ' (6 orders, $4335 revenue)"
R0331,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture > Tables,0.0016,0.0016,1.0,8,4916,"Top product in Tables: 'Bevis 36 x 72 Conference Tables' (8 orders, $4332 revenue)"
R0332,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture > Tables,0.0012,0.0012,1.0,6,4916,"Top product in Tables: 'Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Co' (6 orders, $4298 revenue)"
R0333,subcategory_product,SubCategory:Tables,SubCategory: Tables,Furniture,Product:FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture > Tables,0.0012,0.0012,1.0,6,4916,"Top product in Tables: 'Hon Racetrack Conference Tables' (6 orders, $3964 revenue)"
R0334,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0747,0.1448,1.0167,367,2535,Consumer customers buy Accessories at 1.0x the baseline rate
R0335,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0464,0.0899,0.9981,228,2535,Consumer customers buy Appliances at 1.0x the baseline rate
R0336,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0781,0.1515,1.0357,384,2535,Consumer customers buy Art at 1.0x the baseline rate
R0337,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.1369,0.2655,1.0109,673,2535,Consumer customers buy Binders at 1.0x the baseline rate
R0338,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0258,0.0501,1.1144,127,2535,Consumer customers buy Bookcases at 1.1x the baseline rate
R0339,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0602,0.1168,1.016,296,2535,Consumer customers buy Chairs at 1.0x the baseline rate
R0340,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0252,0.0489,0.9937,124,2535,Consumer customers buy Envelopes at 1.0x the baseline rate
R0341,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0228,0.0442,1.0245,112,2535,Consumer customers buy Fasteners at 1.0x the baseline rate
R0342,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0899,0.1744,1.0025,442,2535,Consumer customers buy Furnishings at 1.0x the baseline rate
R0343,segment_subcategory,Segment:Consumer,Segment: Consumer,Customer,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.036,0.0698,1.0096,177,2535,Consumer customers buy Labels at 1.0x the baseline rate
